Enddate,Name,Region,ID,Headline,Copyright
20241014,CocoBeach,IT-IT,3512339679,"Baia incantata","Baia di Coco Beach, Goa, India (© Abhinav Sah/Shutterstock)"
20241015,FossilsDorset,IT-IT,8161903804,"Tesori perduti?","Fossili di belemniti e ammoniti, Jurassic Coast, Dorset, Regno Unito (© Nature Picture Library/Alamy Stock Photo)"
20241016,RomeFilmFestival,IT-IT,1206771137,"Ciak, comincia la Festa","Vista su Piazza Venezia e il centro di Roma, Roma, Italia (© MasterLu/iStock/Getty Images Plus)"
20241017,KochiaJapan,IT-IT,3574438089,"Rosse distese, Giappone e sorprese","Kochia, Parco Hitachi, Prefettura di Ibaraki, Giappone (© DigiPub/Getty Images)"
20241018,CentralParkAutumn,IT-IT,2757358246,"邂逅秋日的林荫道","曼哈顿中央公园的秋天，纽约，美国 (© mapman/Shutterstock)"
20241019,DenderaTemple,IT-IT,8470650196,"Scoprire il passato per capire il presente","Tempio di Hathor, complesso del Tempio di Dendera, Qena, Egitto (© Nick Brundle Photography/Getty Images)"
20241020,SmilingSloth,IT-IT,8557895163,"Guarda come dondolo...","Bradipo a tre dita, Costa Rica (© Harry Collins/Getty Images)"
20241021,AutumnCypress,IT-IT,8653466792,"Alberi fluttuanti?","Cipressi nel Parco George L. Smith, Georgia, USA (© Chris Moore/TANDEM Stills + Motion)"
20241022,MonsterDoor,IT-IT,8784390686,"Il mistero di Zuccari","Palazzo Zuccari, Roma, Italia (© Photon-Photos/Getty Images)"
20241023,MadameSherriCastle,IT-IT,9899044856,"Scorci di mistero nel bosco","Foresta di Madame Sherri e i resti di un antico castello, New Hampshire, USA (© yggdrasill/Shutterstock)"
20241024,GhostForest,IT-IT,8926574914,"Segreti boschivi e foschia marina","Foresta fantasma, Nienhagen, Meclemburgo-Pomerania Occidentale, Germania (© mauritius images GmbH/Alamy Stock Photo)"
20241025,GiornataMondialeDellaPasta,IT-IT,9004534121,"Pasta e felicità","Isola di Procida, Golfo di Napoli, Campania, Italia (© RolfSt/iStock/Getty Images Plus)"
20241026,MateraFolklore,IT-IT,9091648904,"Tradizione e folklore, m’immergo di colore","Parco delle Chiese Rupestri, Matera, Basilicata, Italia (© Vincenzo Mazza - www.afterglow.it/Getty Images)"
20241027,PolarBearHug,IT-IT,9173503702,"Neve e coccole","Orso polare con cucciolo, Churchill, Manitoba, Canada (© Design Pics/plainpicture)"
20241028,PumpkinMist,IT-IT,9256406866,"Zucche stregate?","Campo di zucche, Victoria, British Columbia, Canada (© Shaun Cunningham/Alamy Stock Photo)"
20241029,GreatOwl,IT-IT,0398137154,"Sguardo saggio e reale","Gufo reale (© Mark Newman/Getty Images)"
20241030,HauntedEdinburgh,IT-IT,6003359191,"Castelli e fantasmi","Vista del castello di Edimburgo da un cimitero in Scozia, Regno Unito (© Chris Dorney/Alamy Stock Photo)"
20241031,GargoyleParis,IT-IT,0132581997,"Grottesche chimere","Chimera della Cattedrale di Notre-Dame, Parigi, Francia (© scaliger/Getty Images)"
20241101,VineyardsBlackForestFall,IT-IT,5335405353,"Un orgoglioso patrimonio","Vista aerea di vigneti in autunno, Varnhalt, Foresta Nera, Germania (© Sabine Gerold/Amazing Aerial Agency)"
20241102,BisonYellowstone,IT-IT,5583560788,"Da quasi estinzione a icona nazionale","Bisonte americano nel Parco Nazionale di Yellowstone, Wyoming, Stati Uniti (© Ian Shive/TANDEM Stills + Motion)"
20241103,YucatanBiosphere,IT-IT,6604296714,"Dove la natura incontra la sostenibilità","Uovo di fenicottero caraibico nel nido, Riserva della Biosfera Ría Lagartos, Yucatán, Messico (© Claudio Contreras/Minden Pictures)"
20241104,NationalUnityDayIT,IT-IT,9698106067,"La vittoria italiana","Altare della Patria, Monumento nazionale a Vittorio Emanuele II, Lazio, Roma, Italia (© Fani Kurti/iStock/Getty Images Plus)"
20241105,LencoisMaranhao,IT-IT,2693599851,"Bellezza ultraterrena","Tramonto nel Parco Nazionale dei Lençóis Maranhenses, Maranhão, Brasile (© thanosquest/Shutterstock)"
20241106,ShiShiBeach,IT-IT,3649802386,"Colori del tramonto","Shi Shi Beach nel Parco Nazionale Olimpico, Washington, Stati Uniti (© T.M. Schultze/TANDEM Stills + Motion)"
20241107,CanadaWolves,IT-IT,3917855917,"Lupi in libertà","Lupi di mare costieri di Vancouver nella Grande Foresta Pluviale dell'Orso, Columbia Britannica, Canada (© Nick Garbutt/Alamy)"
20241108,TrentinoAltoBolzanoMerano,IT-IT,4259043530,"Si scorge una festa in lontananza","LUMEN - Museo della fotografia di montagna, Brunico, Trentino-Alto Adige, Italia (© Giorgio Filippini/Sime/eStock Photo)"
20241109,MoroccoMilkyWay,IT-IT,3578962903,"Vedute cosmiche su tonalità terrestri","Via Lattea, Ait-Ben-Haddou, Marocco (© Cavan Images/Getty Images)"
20241110,YucatanFlamingos,IT-IT,6590871746,"Stravaganza in volo","Fenicotteri caraibici, Penisola dello Yucatán, Messico (© Claudio Contreras/NPL/Minden Pictures)"
20241111,Banff24,IT-IT,4414822450,"Silenzi immensi","Tramonto al Parco Nazionale Banff, Alberta, Canada (© fywPhoto 云卷云舒/Getty Images)"
20241112,CoveArch,IT-IT,5409061813,"Sotto gli archi","Double Arch visto attraverso Cove Arch, Parco Nazionale degli Arches, Utah, Stati Uniti (© Jeff Foott/Minden Pictures)"
20241113,KelpForest,IT-IT,5815466592,"Il re leone del mare","Leone marino della California in una foresta di alghe giganti, Baja California, Messico (© Claudio Contreras/Minden Pictures)"
20241114,ManarolaItaly,IT-IT,6200614457,"La storia di una scogliera","Manarola, Parco Nazionale delle Cinque Terre, Liguria, Italia (© John_Silver/Shutterstock)"
20241115,YiPengLanterns,IT-IT,3348534532,"Lanterne cadenti?","Festival delle lanterne di Yi Peng, Chiang Mai, Thailandia (© tampatra/Getty Images)"
20241116,FrieslandNetherlands,IT-IT,6096912016,"Eco di mare e cielo","Costa del Mare dei Wadden, vicino a Moddergat, Frisia, Paesi Bassi (© Ron ter Burg/Minden Pictures)"
20241117,RedStag,IT-IT,8661593020,"Il sovrano delle Highlands scozzesi?","Cervo rosso nella Foresta di Conifere della Caledonia, Glen Affric, Highlands scozzesi, Scozia (© Terry Whittaker/Alamy)"
20241118,PorthcawlLighthouse,IT-IT,6522253839,"Mostrando la rotta dal 1860","Faro di Porthcawl, Galles meridionale, Regno Unito (© Leighton Collins/Alamy)"
20241119,TasmansArch,IT-IT,6908661148,"Cattedrale di Sale e Vento","Tasmans Arch, Tasmania, Australia (© Gary Bell/Minden Pictures)"
20241120,BeyondSaype,IT-IT,7130879307,"Grandi opere e sogni infiniti","Dipinto gigante di land art “Beyond Crisis” di Saype, Leysin, Svizzera (© VALENTIN FLAURAUD/EPA-EFE/Shutterstock)"
20241121,NationalTreeDay,IT-IT,7236455581,"Ode agli Alberi","Sella di Razzo e Sella di Rioda, Alpi Carniche, Friuli-Venezia Giulia, Italia (© phbcz/iStock/Getty Images Plus)"
20241122,ZafraCastle,IT-IT,7473974060,"Roccaforte ispanica","Castello di Zafra, provincia di Guadalajara, Spagna (© Eduard Gene/Getty Images)"
20241123,FibonacciAloe,IT-IT,7618166733,"L'Ordine nascosto della Natura","Aloe a spirale, Kangaroo Island, Australia (© Michael Melford/Alamy)"
20241124,SonomaCoast,IT-IT,7979490899,"Nebbia pacifica","Parco statale della Costa di Sonoma, California, USA (© Rachid Dahnoun/Tandem Stills + Motion)"
20241125,CowsInAlpineValley,IT-IT,8150386866,"Calore tra i fiocchi?","Mucche in una valle alpina a Santa Maddalena, Val di Funes, Dolomiti, Italia (© Smelov/Shutterstock)"
20241126,TrulliGrove,IT-IT,8430253171,"Olive, Olio e Trulli","Oliveto, Valle d'Itria, Puglia (© Massimo Santi/Shutterstock)"
20241127,SemoisRiver,IT-IT,8667394728,"Non svegliate il gigante","La Tomba del Gigante, Buglione, Vallonia, Belgio (© David Briard/Getty)"
20241128,AssiniboineTS,IT-IT,8882599718,"Il respiro della montagna","Tempesta di schiarite al tramonto, Parco Provinciale del Monte Assiniboine, Canada (© Jeff Lewis/TANDEM Stills + Motion)"
20241129,MtStMichel,IT-IT,5961115578,"Capolavoro tra le maree","Mont Saint-Michel, Normandia, Francia (© Captain Skyhigh/Getty Images)"
20241130,KilchurnAutumn,IT-IT,2035726634,"Santi e Castelli","Castello di Kilchurn, Loch Awe, Argyll e Bute, Scozia (© Tom Mackie/plainpicture)"
